company,time,metric,value
Falu Elnät AB,1/1/2019,Varav abonnemang för småskalig produktion lågspänning (antal),269
Falu Elnät AB,1/1/2020,Varav abonnemang för småskalig produktion lågspänning (antal),
Falu Elnät AB,1/1/2020,Varav abonnemang för småskalig produktion lågspänning (antal),439
Falu Elnät AB,1/1/2021,Varav abonnemang för småskalig produktion lågspänning (antal),
Falu Elnät AB,1/1/2021,Varav abonnemang för småskalig produktion lågspänning (antal),680
Falu Elnät AB,1/1/2022,Varav abonnemang för småskalig produktion lågspänning (antal),
Falu Elnät AB,1/1/2022,Varav abonnemang för småskalig produktion lågspänning (antal),
Falu Elnät AB,1/1/2023,Varav abonnemang för småskalig produktion lågspänning (antal),
Falu Elnät AB,1/1/2023,Varav abonnemang för småskalig produktion lågspänning (antal),
Falu Elnät AB,1/1/2018,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),154035
Falu Elnät AB,1/1/2018,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2019,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2019,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),167278
Falu Elnät AB,1/1/2020,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2020,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),290930
Falu Elnät AB,1/1/2021,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2021,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),324959
Falu Elnät AB,1/1/2018,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),438
Falu Elnät AB,1/1/2018,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2019,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2019,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),848
Falu Elnät AB,1/1/2020,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2020,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),1850
Falu Elnät AB,1/1/2021,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),
Falu Elnät AB,1/1/2021,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),2719
Falu Elnät AB,1/1/2018,Årets nätförlust (MWh),26026
Falu Elnät AB,1/1/2018,Årets nätförlust (MWh),
Falu Elnät AB,1/1/2019,Årets nätförlust (MWh),
Falu Elnät AB,1/1/2019,Årets nätförlust (MWh),29232
Falu Elnät AB,1/1/2020,Årets nätförlust (MWh),
Falu Elnät AB,1/1/2020,Årets nätförlust (MWh),29234
Falu Elnät AB,1/1/2021,Årets nätförlust (MWh),
Falu Elnät AB,1/1/2021,Årets nätförlust (MWh),39705
Falu Elnät AB,1/1/2022,Årets nätförlust (MWh),
Falu Elnät AB,1/1/2022,Årets nätförlust (MWh),24473
Falu Elnät AB,1/1/2023,Årets nätförlust (MWh),
Falu Elnät AB,1/1/2023,Årets nätförlust (MWh),26118
Filipstad Energinät AB,1/1/2018,Abonnemang i gränspunkt (antal),1
Filipstad Energinät AB,1/1/2019,Abonnemang i gränspunkt (antal),1
Filipstad Energinät AB,1/1/2020,Abonnemang i gränspunkt (antal),1
Filipstad Energinät AB,1/1/2021,Abonnemang i gränspunkt (antal),1
Filipstad Energinät AB,1/1/2022,Abonnemang i gränspunkt (antal),1
Filipstad Energinät AB,1/1/2023,Abonnemang i gränspunkt (antal),1
Filipstad Energinät AB,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,35
Filipstad Energinät AB,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,66
Filipstad Energinät AB,1/1/2018,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Filipstad Energinät AB,1/1/2019,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Filipstad Energinät AB,1/1/2020,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Filipstad Energinät AB,1/1/2021,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Filipstad Energinät AB,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,0
Filipstad Energinät AB,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,0
Filipstad Energinät AB,1/1/2018,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2019,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2020,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2021,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2022,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,33
Filipstad Energinät AB,1/1/2023,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,63
Filipstad Energinät AB,1/1/2018,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Filipstad Energinät AB,1/1/2019,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Filipstad Energinät AB,1/1/2020,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Filipstad Energinät AB,1/1/2021,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Filipstad Energinät AB,1/1/2022,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,2
Filipstad Energinät AB,1/1/2023,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,3
Filipstad Energinät AB,1/1/2018,Antal abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2019,Antal abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2020,Antal abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2021,Antal abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2022,Antal abonnenter med avbrott 12 - 24 timmar,
Filipstad Energinät AB,1/1/2023,Antal abonnenter med avbrott 12 - 24 timmar,
Filipstad Energinät AB,1/1/2018,Antal abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2019,Antal abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2020,Antal abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2021,Antal abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2022,Antal abonnenter med avbrott längre än 24 timmar,
Filipstad Energinät AB,1/1/2023,Antal abonnenter med avbrott längre än 24 timmar,
Filipstad Energinät AB,1/1/2018,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2019,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2020,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2021,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Filipstad Energinät AB,1/1/2022,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Filipstad Energinät AB,1/1/2023,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Filipstad Energinät AB,1/1/2018,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2019,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2020,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2021,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Filipstad Energinät AB,1/1/2022,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Filipstad Energinät AB,1/1/2023,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Filipstad Energinät AB,1/1/2018,Förbrukning per lågspänningsabonnent (kWh) (beräkning),14939.375
Filipstad Energinät AB,1/1/2019,Förbrukning per lågspänningsabonnent (kWh) (beräkning),14380.58071
Filipstad Energinät AB,1/1/2020,Förbrukning per lågspänningsabonnent (kWh) (beräkning),13489.71322
Filipstad Energinät AB,1/1/2021,Förbrukning per lågspänningsabonnent (kWh) (beräkning),14993.40452
Filipstad Energinät AB,1/1/2022,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Filipstad Energinät AB,1/1/2023,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Filipstad Energinät AB,1/1/2018,Högspänningsabonnemang i uttagspunkt (antal),6
Filipstad Energinät AB,1/1/2019,Högspänningsabonnemang i uttagspunkt (antal),6
Filipstad Energinät AB,1/1/2020,Högspänningsabonnemang i uttagspunkt (antal),6
Filipstad Energinät AB,1/1/2021,Högspänningsabonnemang i uttagspunkt (antal),6
Filipstad Energinät AB,1/1/2022,Högspänningsabonnemang i uttagspunkt (antal),6
Filipstad Energinät AB,1/1/2023,Högspänningsabonnemang i uttagspunkt (antal),6
Filipstad Energinät AB,1/1/2022,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),1484
Filipstad Energinät AB,1/1/2023,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),2430
Filipstad Energinät AB,1/1/2018,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2019,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2020,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2021,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Filipstad Energinät AB,1/1/2022,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,0
Filipstad Energinät AB,1/1/2023,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,0
Filipstad Energinät AB,1/1/2022,Inmatad energi från mikroproduktionsanläggningar (MWh),161
Filipstad Energinät AB,1/1/2023,Inmatad energi från mikroproduktionsanläggningar (MWh),284
Filipstad Energinät AB,1/1/2018,Inmatad energi från småskalig elproduktionsanläggning (MWh),1435
Filipstad Energinät AB,1/1/2019,Inmatad energi från småskalig elproduktionsanläggning (MWh),2165
Filipstad Energinät AB,1/1/2020,Inmatad energi från småskalig elproduktionsanläggning (MWh),2004
Filipstad Energinät AB,1/1/2021,Inmatad energi från småskalig elproduktionsanläggning (MWh),2180
Filipstad Energinät AB,1/1/2022,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Filipstad Energinät AB,1/1/2023,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Filipstad Energinät AB,1/1/2018,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Filipstad Energinät AB,1/1/2019,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Filipstad Energinät AB,1/1/2020,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Filipstad Energinät AB,1/1/2021,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Filipstad Energinät AB,1/1/2022,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),1323
Filipstad Energinät AB,1/1/2023,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),2146
Filipstad Energinät AB,1/1/2018,Ledningslängd högspänning - isolerad luftledning (km),0
Filipstad Energinät AB,1/1/2019,Ledningslängd högspänning - isolerad luftledning (km),0
Filipstad Energinät AB,1/1/2020,Ledningslängd högspänning - isolerad luftledning (km),0
Filipstad Energinät AB,1/1/2021,Ledningslängd högspänning - isolerad luftledning (km),0
Filipstad Energinät AB,1/1/2022,Ledningslängd högspänning - isolerad luftledning (km),0
Filipstad Energinät AB,1/1/2023,Ledningslängd högspänning - isolerad luftledning (km),0
Filipstad Energinät AB,1/1/2018,Ledningslängd högspänning - jordkabel (km),44
Filipstad Energinät AB,1/1/2019,Ledningslängd högspänning - jordkabel (km),44
Filipstad Energinät AB,1/1/2020,Ledningslängd högspänning - jordkabel (km),49
Filipstad Energinät AB,1/1/2021,Ledningslängd högspänning - jordkabel (km),51
Filipstad Energinät AB,1/1/2022,Ledningslängd högspänning - jordkabel (km),52
Filipstad Energinät AB,1/1/2023,Ledningslängd högspänning - jordkabel (km),51
Filipstad Energinät AB,1/1/2018,Ledningslängd högspänning - oisolerad luftledning (km),3
Filipstad Energinät AB,1/1/2019,Ledningslängd högspänning - oisolerad luftledning (km),3
Filipstad Energinät AB,1/1/2020,Ledningslängd högspänning - oisolerad luftledning (km),3
Filipstad Energinät AB,1/1/2021,Ledningslängd högspänning - oisolerad luftledning (km),3
Filipstad Energinät AB,1/1/2022,Ledningslängd högspänning - oisolerad luftledning (km),3
Filipstad Energinät AB,1/1/2023,Ledningslängd högspänning - oisolerad luftledning (km),3
Filipstad Energinät AB,1/1/2018,Ledningslängd lågspänning - isolerad luftledning (km),9
Filipstad Energinät AB,1/1/2019,Ledningslängd lågspänning - isolerad luftledning (km),9
Filipstad Energinät AB,1/1/2020,Ledningslängd lågspänning - isolerad luftledning (km),10
Filipstad Energinät AB,1/1/2021,Ledningslängd lågspänning - isolerad luftledning (km),6
Filipstad Energinät AB,1/1/2022,Ledningslängd lågspänning - isolerad luftledning (km),2
Filipstad Energinät AB,1/1/2023,Ledningslängd lågspänning - isolerad luftledning (km),1
Filipstad Energinät AB,1/1/2018,Ledningslängd lågspänning - jordkabel (km),163
Filipstad Energinät AB,1/1/2019,Ledningslängd lågspänning - jordkabel (km),168
Filipstad Energinät AB,1/1/2020,Ledningslängd lågspänning - jordkabel (km),169
Filipstad Energinät AB,1/1/2021,Ledningslängd lågspänning - jordkabel (km),172
Filipstad Energinät AB,1/1/2022,Ledningslängd lågspänning - jordkabel (km),176
Filipstad Energinät AB,1/1/2023,Ledningslängd lågspänning - jordkabel (km),186
Filipstad Energinät AB,1/1/2018,Ledningslängd lågspänning - oisolerad luftledning (km),0
Filipstad Energinät AB,1/1/2019,Ledningslängd lågspänning - oisolerad luftledning (km),0
Filipstad Energinät AB,1/1/2020,Ledningslängd lågspänning - oisolerad luftledning (km),0
Filipstad Energinät AB,1/1/2021,Ledningslängd lågspänning - oisolerad luftledning (km),0
Filipstad Energinät AB,1/1/2022,Ledningslängd lågspänning - oisolerad luftledning (km),0
Filipstad Energinät AB,1/1/2023,Ledningslängd lågspänning - oisolerad luftledning (km),0
Filipstad Energinät AB,1/1/2018,Lågspänningsabonnemang i uttagspunkt (antal),3200
Filipstad Energinät AB,1/1/2019,Lågspänningsabonnemang i uttagspunkt (antal),3203
Filipstad Energinät AB,1/1/2020,Lågspänningsabonnemang i uttagspunkt (antal),3208
Filipstad Energinät AB,1/1/2021,Lågspänningsabonnemang i uttagspunkt (antal),3184
Filipstad Energinät AB,1/1/2022,Lågspänningsabonnemang i uttagspunkt (antal),3181
Filipstad Energinät AB,1/1/2023,Lågspänningsabonnemang i uttagspunkt (antal),3194
Filipstad Energinät AB,1/1/2018,Medellastfaktor,0.852
Filipstad Energinät AB,1/1/2019,Medellastfaktor,0.858
Filipstad Energinät AB,1/1/2020,Medellastfaktor,0.859
Filipstad Energinät AB,1/1/2021,Medellastfaktor,0.865
Filipstad Energinät AB,1/1/2022,Medellastfaktor,0.865
Filipstad Energinät AB,1/1/2023,Medellastfaktor,0.865
Filipstad Energinät AB,1/1/2018,Meter ledning per nätstation (beräkning),4380
Filipstad Energinät AB,1/1/2019,Meter ledning per nätstation (beräkning),4480
Filipstad Energinät AB,1/1/2020,Meter ledning per nätstation (beräkning),4620
Filipstad Energinät AB,1/1/2021,Meter ledning per nätstation (beräkning),4461.538462
Filipstad Energinät AB,1/1/2022,Meter ledning per nätstation (beräkning),4480.769231
Filipstad Energinät AB,1/1/2023,Meter ledning per nätstation (beräkning),4462.962963
Filipstad Energinät AB,1/1/2018,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,16
Filipstad Energinät AB,1/1/2019,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,13.5
Filipstad Energinät AB,1/1/2020,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,13.5
Filipstad Energinät AB,1/1/2021,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,13.5
Filipstad Energinät AB,1/1/2022,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,13.5
Filipstad Energinät AB,1/1/2023,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,13.5
Filipstad Energinät AB,1/1/2018,Nätstationer inom området (antal),50
Filipstad Energinät AB,1/1/2019,Nätstationer inom området (antal),50
Filipstad Energinät AB,1/1/2020,Nätstationer inom området (antal),50
